Iter,Min Makespan
1.0,112.0
2.0,112.9000015258789
3.0,112.69999694824219
4.0,111.30000305175781
5.0,112.0999984741211
6.0,114.0
7.0,112.19999694824219
8.0,114.69999694824219
9.0,113.19999694824219
10.0,114.19999694824219
