Iter,Avg Makespan
10.0,225.10000610351562
20.0,184.89999389648438
30.0,176.39999389648438
40.0,191.10000610351562
50.0,187.3000030517578
60.0,182.3000030517578
70.0,187.89999389648438
80.0,182.8000030517578
90.0,195.5
100.0,173.3000030517578
110.0,173.8000030517578
120.0,175.10000610351562
130.0,178.39999389648438
140.0,178.1999969482422
150.0,178.3000030517578
160.0,174.0
170.0,177.0
180.0,168.10000610351562
190.0,168.60000610351562
200.0,166.1999969482422
210.0,172.10000610351562
220.0,167.3000030517578
230.0,170.60000610351562
240.0,171.8000030517578
250.0,173.6999969482422
260.0,172.39999389648438
270.0,167.60000610351562
280.0,171.6999969482422
290.0,172.60000610351562
300.0,170.5
310.0,175.1999969482422
320.0,177.8000030517578
330.0,174.60000610351562
340.0,169.1999969482422
350.0,170.3000030517578
360.0,171.3000030517578
370.0,168.1999969482422
380.0,168.3000030517578
390.0,166.89999389648438
400.0,171.3000030517578
410.0,169.60000610351562
420.0,168.0
430.0,171.1999969482422
440.0,171.1999969482422
450.0,173.0
460.0,172.5
470.0,171.5
480.0,169.10000610351562
490.0,172.60000610351562
500.0,172.5
510.0,169.10000610351562
520.0,169.6999969482422
530.0,171.0
540.0,171.10000610351562
550.0,170.10000610351562
560.0,169.5
570.0,171.10000610351562
580.0,170.60000610351562
590.0,170.6999969482422
600.0,175.0
610.0,170.0
620.0,173.39999389648438
630.0,171.60000610351562
640.0,173.1999969482422
650.0,172.39999389648438
660.0,174.3000030517578
670.0,174.3000030517578
680.0,169.8000030517578
690.0,170.5
700.0,171.0
710.0,171.89999389648438
720.0,170.0
730.0,172.1999969482422
740.0,176.8000030517578
750.0,174.60000610351562
760.0,176.1999969482422
770.0,174.6999969482422
780.0,173.10000610351562
790.0,172.3000030517578
800.0,171.0
