Iter,Avg Makespan
10.0,224.8000030517578
20.0,234.89999389648438
30.0,220.1999969482422
40.0,213.6999969482422
50.0,182.3000030517578
60.0,178.89999389648438
70.0,188.60000610351562
80.0,175.8000030517578
90.0,170.39999389648438
100.0,170.1999969482422
110.0,172.1999969482422
120.0,171.0
130.0,170.0
140.0,173.3000030517578
150.0,169.89999389648438
160.0,171.39999389648438
170.0,172.5
180.0,166.60000610351562
190.0,169.5
200.0,168.8000030517578
210.0,171.6999969482422
220.0,172.0
230.0,173.39999389648438
240.0,170.89999389648438
250.0,170.8000030517578
260.0,175.3000030517578
270.0,172.0
280.0,172.5
290.0,175.1999969482422
300.0,176.10000610351562
310.0,176.5
320.0,172.10000610351562
330.0,168.89999389648438
340.0,173.89999389648438
350.0,173.10000610351562
360.0,170.3000030517578
370.0,173.60000610351562
380.0,169.5
390.0,170.8000030517578
400.0,167.8000030517578
410.0,168.3000030517578
420.0,169.3000030517578
430.0,170.89999389648438
440.0,167.39999389648438
450.0,171.10000610351562
460.0,171.8000030517578
470.0,169.5
480.0,168.8000030517578
490.0,176.5
500.0,173.8000030517578
510.0,170.0
520.0,171.0
530.0,169.60000610351562
540.0,174.10000610351562
550.0,175.39999389648438
560.0,169.1999969482422
570.0,167.89999389648438
580.0,172.0
590.0,177.5
600.0,172.10000610351562
610.0,173.1999969482422
620.0,173.39999389648438
630.0,169.6999969482422
640.0,170.5
650.0,168.60000610351562
660.0,169.8000030517578
670.0,167.3000030517578
680.0,172.60000610351562
690.0,172.0
700.0,169.0
710.0,168.8000030517578
720.0,170.39999389648438
730.0,170.89999389648438
740.0,171.3000030517578
750.0,170.60000610351562
760.0,177.5
770.0,179.3000030517578
780.0,170.3000030517578
790.0,167.1999969482422
800.0,172.10000610351562
