Iter,Avg Makespan
10.0,133.6999969482422
20.0,124.80000305175781
30.0,146.5
40.0,141.89999389648438
50.0,145.5
60.0,141.10000610351562
70.0,132.5
80.0,121.9000015258789
90.0,127.4000015258789
100.0,124.80000305175781
110.0,121.0
120.0,116.5
130.0,112.9000015258789
140.0,117.80000305175781
150.0,117.19999694824219
160.0,114.4000015258789
170.0,115.0999984741211
180.0,110.0999984741211
190.0,114.0999984741211
200.0,113.69999694824219
210.0,116.30000305175781
220.0,114.4000015258789
230.0,110.19999694824219
240.0,110.69999694824219
250.0,112.5999984741211
260.0,110.69999694824219
270.0,111.5999984741211
280.0,111.19999694824219
290.0,110.0
300.0,110.9000015258789
310.0,114.19999694824219
320.0,109.9000015258789
330.0,111.0999984741211
340.0,110.30000305175781
350.0,111.69999694824219
360.0,114.0
370.0,110.69999694824219
380.0,112.0999984741211
390.0,110.5999984741211
400.0,114.5999984741211
410.0,110.0999984741211
420.0,110.5999984741211
430.0,110.80000305175781
440.0,111.0
450.0,110.0
460.0,112.5999984741211
470.0,113.5999984741211
480.0,112.80000305175781
490.0,111.19999694824219
500.0,110.4000015258789
510.0,110.80000305175781
520.0,109.80000305175781
530.0,109.69999694824219
540.0,109.19999694824219
550.0,108.9000015258789
560.0,114.4000015258789
570.0,112.4000015258789
580.0,112.30000305175781
590.0,109.69999694824219
600.0,111.80000305175781
610.0,109.30000305175781
620.0,111.0999984741211
630.0,110.19999694824219
640.0,110.4000015258789
650.0,110.5999984741211
660.0,110.30000305175781
670.0,109.9000015258789
680.0,113.80000305175781
690.0,109.9000015258789
700.0,111.30000305175781
710.0,112.69999694824219
720.0,113.5
730.0,110.9000015258789
740.0,112.0999984741211
750.0,109.5999984741211
760.0,112.0999984741211
770.0,111.5
780.0,111.30000305175781
790.0,112.0
800.0,110.19999694824219
