Iter,Avg Makespan
10.0,126.5999984741211
20.0,123.80000305175781
30.0,124.5
40.0,126.69999694824219
50.0,130.89999389648438
60.0,127.30000305175781
70.0,128.1999969482422
80.0,135.39999389648438
90.0,125.80000305175781
100.0,125.80000305175781
110.0,127.0
120.0,122.30000305175781
130.0,130.60000610351562
140.0,124.69999694824219
150.0,126.4000015258789
160.0,127.9000015258789
170.0,124.30000305175781
180.0,122.0
190.0,121.9000015258789
200.0,122.30000305175781
210.0,120.5
220.0,118.9000015258789
230.0,123.9000015258789
240.0,117.80000305175781
250.0,120.9000015258789
260.0,124.69999694824219
270.0,119.4000015258789
280.0,122.4000015258789
290.0,126.0999984741211
300.0,116.5
310.0,117.9000015258789
320.0,114.9000015258789
330.0,114.19999694824219
340.0,116.9000015258789
350.0,112.80000305175781
360.0,111.69999694824219
370.0,112.19999694824219
380.0,113.4000015258789
390.0,112.0
400.0,112.5
410.0,114.0
420.0,111.0999984741211
430.0,109.4000015258789
440.0,112.9000015258789
450.0,115.0
460.0,111.80000305175781
470.0,111.0
480.0,110.9000015258789
490.0,113.69999694824219
500.0,110.5999984741211
510.0,113.0999984741211
520.0,112.0
530.0,114.9000015258789
540.0,116.0
550.0,112.30000305175781
560.0,112.80000305175781
570.0,113.30000305175781
580.0,111.80000305175781
590.0,114.5
600.0,114.4000015258789
610.0,114.4000015258789
620.0,110.0
630.0,110.0
640.0,110.5999984741211
650.0,112.9000015258789
660.0,111.19999694824219
670.0,110.30000305175781
680.0,110.4000015258789
690.0,111.0
700.0,111.80000305175781
710.0,112.9000015258789
720.0,115.5
730.0,110.9000015258789
740.0,114.9000015258789
750.0,114.30000305175781
760.0,115.19999694824219
770.0,113.30000305175781
780.0,115.80000305175781
790.0,111.19999694824219
800.0,111.69999694824219
