Iter,Avg Makespan
10.0,241.89999389648438
20.0,224.6999969482422
30.0,243.39999389648438
40.0,242.6999969482422
50.0,249.39999389648438
60.0,244.89999389648438
70.0,250.6999969482422
80.0,236.60000610351562
90.0,245.1999969482422
100.0,243.60000610351562
110.0,239.1999969482422
120.0,216.0
130.0,239.89999389648438
140.0,244.8000030517578
150.0,227.6999969482422
160.0,220.3000030517578
170.0,242.10000610351562
180.0,223.39999389648438
190.0,223.8000030517578
200.0,242.1999969482422
210.0,234.5
220.0,225.89999389648438
230.0,214.0
240.0,247.8000030517578
250.0,220.39999389648438
260.0,229.0
270.0,224.0
280.0,253.5
290.0,226.6999969482422
300.0,219.6999969482422
310.0,222.39999389648438
320.0,223.1999969482422
330.0,246.60000610351562
340.0,248.8000030517578
350.0,223.1999969482422
360.0,221.6999969482422
370.0,219.39999389648438
380.0,220.39999389648438
390.0,222.1999969482422
400.0,221.89999389648438
410.0,222.89999389648438
420.0,224.39999389648438
430.0,225.60000610351562
440.0,223.6999969482422
450.0,213.89999389648438
460.0,217.89999389648438
470.0,216.8000030517578
480.0,216.89999389648438
490.0,214.6999969482422
500.0,216.3000030517578
510.0,216.5
520.0,216.89999389648438
530.0,215.0
540.0,212.8000030517578
550.0,213.5
560.0,213.3000030517578
570.0,215.3000030517578
580.0,217.39999389648438
590.0,214.6999969482422
600.0,214.1999969482422
610.0,211.5
620.0,210.10000610351562
630.0,211.39999389648438
640.0,211.0
650.0,210.5
660.0,212.10000610351562
670.0,210.5
680.0,210.89999389648438
690.0,211.39999389648438
700.0,210.8000030517578
710.0,210.5
720.0,209.6999969482422
730.0,211.39999389648438
740.0,210.89999389648438
750.0,212.60000610351562
760.0,212.3000030517578
770.0,211.3000030517578
780.0,209.60000610351562
790.0,210.10000610351562
800.0,211.1999969482422
810.0,209.10000610351562
820.0,210.60000610351562
830.0,210.6999969482422
840.0,217.6999969482422
850.0,210.1999969482422
860.0,210.3000030517578
870.0,212.6999969482422
880.0,216.0
890.0,226.6999969482422
900.0,220.10000610351562
910.0,213.8000030517578
920.0,214.6999969482422
930.0,219.39999389648438
940.0,215.5
950.0,212.10000610351562
960.0,211.39999389648438
970.0,212.10000610351562
980.0,211.89999389648438
990.0,211.10000610351562
1000.0,216.8000030517578
