Iter,Avg Makespan
10.0,119.5999984741211
20.0,130.8000030517578
30.0,144.5
40.0,137.39999389648438
50.0,139.1999969482422
60.0,140.60000610351562
70.0,141.60000610351562
80.0,122.5
90.0,130.39999389648438
100.0,133.1999969482422
110.0,122.80000305175781
120.0,126.69999694824219
130.0,134.8000030517578
140.0,132.0
150.0,122.9000015258789
160.0,128.6999969482422
170.0,139.3000030517578
180.0,125.69999694824219
190.0,125.80000305175781
200.0,133.3000030517578
210.0,131.6999969482422
220.0,126.9000015258789
230.0,129.39999389648438
240.0,124.5999984741211
250.0,127.0999984741211
260.0,126.5
270.0,118.0999984741211
280.0,116.19999694824219
290.0,125.69999694824219
300.0,120.4000015258789
310.0,120.69999694824219
320.0,121.30000305175781
330.0,116.0999984741211
340.0,121.0999984741211
350.0,115.4000015258789
360.0,117.19999694824219
370.0,116.80000305175781
380.0,119.0
390.0,116.9000015258789
400.0,113.69999694824219
410.0,114.19999694824219
420.0,112.9000015258789
430.0,116.30000305175781
440.0,117.0
450.0,112.9000015258789
460.0,112.0999984741211
470.0,120.9000015258789
480.0,117.0999984741211
490.0,120.5999984741211
500.0,115.4000015258789
510.0,113.0999984741211
520.0,115.80000305175781
530.0,116.80000305175781
540.0,122.80000305175781
550.0,114.5999984741211
560.0,115.4000015258789
570.0,114.5
580.0,113.5999984741211
590.0,114.19999694824219
600.0,113.4000015258789
610.0,112.9000015258789
620.0,112.4000015258789
630.0,112.5999984741211
640.0,114.5999984741211
650.0,115.0999984741211
660.0,111.30000305175781
670.0,112.9000015258789
680.0,118.80000305175781
690.0,117.19999694824219
700.0,112.30000305175781
710.0,112.69999694824219
720.0,111.80000305175781
730.0,110.69999694824219
740.0,115.9000015258789
750.0,114.5999984741211
760.0,110.5999984741211
770.0,111.9000015258789
780.0,113.5
790.0,113.4000015258789
800.0,113.19999694824219
810.0,113.0999984741211
820.0,113.30000305175781
830.0,113.5999984741211
840.0,112.9000015258789
850.0,113.5
860.0,114.4000015258789
870.0,112.0
880.0,114.80000305175781
890.0,113.0999984741211
900.0,113.0
910.0,113.80000305175781
920.0,116.4000015258789
930.0,117.80000305175781
940.0,114.0999984741211
950.0,115.0
960.0,120.30000305175781
970.0,114.69999694824219
980.0,110.69999694824219
990.0,114.30000305175781
1000.0,113.5999984741211
